year_BE,year_CE,month,month_TH,year_month_BE,year_month_CE,benzine_91_ML,benzine_95_ML,benzine_base_type1_ML,benzine_base_type2_ML,kerosene_ML,jet_a1_ML,aviation_mil_ML,diesel_fast_ML,diesel_base_10ppm_ML,diesel_base_50ppm_ML,diesel_base_other_ML,fuel_oil_ML,total_fuels_ML,lpg_propane_Mkg,lpg_butane_Mkg,lpg_lpg_Mkg,lpg_total_Mkg,lpg_export_Mkg,asphalt_Mkg,hsd_ML,nat_gas_Mcubicft,lng_Mcubicft,crude_oil_ML
2558,2015,10,ตุลาคม,2558-10,2015-10,0.0,0,0.0,42.004,0,0.0,0.384,0,0.023,0.0,0.0,8.336,50.74700000000001,32.843,11.813,0.0,44.65600000000001,0.0,0.0,0.0,31039.0,12027.0,4775.1181640625
2558,2015,11,พฤศจิกายน,2558-11,2015-11,0.0,0,0.0,69.697,0,0.0,0.289,0,0.056,0.0,0.0,10.387,80.429,45.685,46.98999999999999,0.0,92.675,0.0,1.958,0.0,30728.0,12617.0,3855.806884765625
2558,2015,12,ธันวาคม,2558-12,2015-12,0.0,0,0.0,110.455,0,0.0,0.144,0,2.041,0.0,0.0,21.101,133.741,23.544,22.995,0.0,46.539,0.9,4.227,0.0,31524.0,7577.0,4276.73193359375
2559,2016,1,มกราคม,2559-01,2016-01,0.0,0,0.0,85.831,0,0.0,0.144,0,24.38,0.0,0.0,12.698,123.053,22.445,23.478,0.0,45.923,1.001,8.604,0.0,32529.0,4456.0,4741.041015625
2559,2016,2,กุมภาพันธ์,2559-02,2016-02,0.0,0,0.0,118.204,0,0.0,0.281,0,94.27700000000002,0.0,0.0,11.218,223.98,22.871,21.893,0.0,44.764,1.001,9.146,0.0,26938.0,9056.0,3653.122802734375
2559,2016,3,มีนาคม,2559-03,2016-03,0.0,0,0.0,228.449,0,48.893,0.517,0,197.856,0.0,0.0,16.675,492.39,10.866,11.085,0.0,21.951,1.001,8.468,0.0,29582.0,18079.22,3814.14208984375
2559,2016,4,เมษายน,2559-04,2016-04,0.0,0,0.0,75.368,0,24.199,0.303,0,201.406,0.0,0.0,6.261,307.537,34.95,32.603,0.0,67.553,1.201,10.545,0.0,30454.0,9008.0,4910.3564453125
2559,2016,5,พฤษภาคม,2559-05,2016-05,0.0,0,0.0,163.857,0,4.297,0.235,0,154.68,0.0,0.0,8.904,331.973,23.211,23.246,0.0,46.45699999999999,1.392,9.873,0.0,36050.81,21056.62,3467.59912109375
2559,2016,6,มิถุนายน,2559-06,2016-06,0.0,0,0.0,69.93599999999999,0,3.686,0.234,0,131.262,0.0,0.0,17.93,223.048,22.229,22.285,0.0,44.514,2.5,1.237,0.0,33302.19,13476.25,3519.0517578125
2559,2016,7,กรกฎาคม,2559-07,2016-07,0.0,0,0.0,102.233,0,0.0,0.234,0,1.612,0.0,0.0,30.694,134.773,0.0,0.0,0.0,0.0,2.001,4.322,0.0,28028.88,13650.52,4573.501953125
2559,2016,8,สิงหาคม,2559-08,2016-08,0.0,0,0.0,161.282,0,0.0,0.234,0,0.072,0.0,0.0,2.086,163.674,22.409,21.962,0.0,44.371,3.292,3.491,0.0,34312.35000000001,8926.439999999999,3611.73974609375
2559,2016,9,กันยายน,2559-09,2016-09,0.0,0,0.0,122.202,0,0.0,0.232,0,7.839,0.0,0.0,6.317,136.59,24.02,22.76,0.0,46.78,1.95,1.027,0.0,34646.57,13500.28,4500.1240234375
2559,2016,10,ตุลาคม,2559-10,2016-10,0.0,0,0.0,146.3,0,0.0,0.301,0,11.562,0.0,0.0,1.788,159.951,22.423,22.967,0.0,45.39,2.9,1.03,0.0,35922.97,9031.08,4076.223876953125
2559,2016,11,พฤศจิกายน,2559-11,2016-11,0.0,0,0.0,109.78,0,0.0,0.233,0,0.048,0.0,0.0,1.939,112.0,0.0,0.0,0.0,0.0,1.45,3.01,0.0,31767.0,13507.0,4253.155
2559,2016,12,ธันวาคม,2559-12,2016-12,0.0,0,0.0,167.848,0,3.81,0.234,0,3.89,0.0,0.0,3.438,179.22,11.494,11.616,0.0,23.11,5.201,1.031,0.0,29275.0,9039.0,4554.974
2560,2017,1,มกราคม,2560-01,2017-01,0.0,0,11.343,97.449,0,0.0,0.233,0,25.624,0.0,0.0,1.622,136.271,12.012,21.281,0.0,33.293,1.45,15.358,0.0,32615.18,9024.41,4974.97900390625
2560,2017,2,กุมภาพันธ์,2560-02,2017-02,0.0,0,0.0,119.024,0,21.374,0.233,0,49.60299999999999,0.0,0.0,0.0,190.234,31.881,11.858,0.0,43.739,3.04,12.564,0.0,24544.07,16960.37,3245.033935546875
2560,2017,3,มีนาคม,2560-03,2017-03,0.0,0,12.126,111.59,0,18.329,0.279,0,204.924,0.0,0.0,31.11,378.358,38.794,22.054,0.0,60.848,1.7,15.978,0.0,27236.51,21469.98,4173.0810546875
2560,2017,4,เมษายน,2560-04,2017-04,0.0,0,12.938,126.843,0,0.0,0.279,0,213.843,0.0,0.0,1.741,355.644,30.829,11.483,0.0,42.312,3.201,7.41,0.0,27784.61,20735.9,4390.0107421875
2560,2017,5,พฤษภาคม,2560-05,2017-05,0.0,0,0.0,173.102,0,0.0,0.369,0,206.613,0.0,0.0,0.0,380.084,15.747,5.181,0.0,20.928,3.15,4.142,0.0,34578.83,19105.25,4186.523
2560,2017,6,มิถุนายน,2560-06,2017-06,0.0,0,12.187,147.965,0,0.0,0.508,0,64.503,0.0,0.0,1.762,226.925,31.97,10.963,0.0,42.933,3.184,4.212,0.0,33580.86,20211.4,4335.43798828125
2560,2017,7,กรกฎาคม,2560-07,2017-07,0.0,0,0.0,115.157,0,0.0,0.277,0,25.13,0.0,0.0,4.734,145.298,38.258,53.73099999999999,0.0,91.98899999999999,1.45,3.045,0.0,36006.04,15387.61,4775.47802734375
2560,2017,8,สิงหาคม,2560-08,2017-08,0.0,0,12.065,204.794,0,0.0,0.227,0,0.0,0.0,0.0,3.633,220.719,57.52200000000001,11.602,0.0,69.12400000000001,3.891,0.0,0.0,34620.36,12030.0,4355.7578125
2560,2017,9,กันยายน,2560-09,2017-09,0.0,0,0.0,83.872,0,0.0,0.278,0,0.0,0.0,0.0,3.647,87.79700000000001,22.165,19.66,0.0,41.825,1.95,3.032,0.0,32511.27,15526.0,4586.6689453125
2560,2017,10,ตุลาคม,2560-10,2017-10,0.0,0,4.779,213.987,0,0.0,0.275,0,0.0,0.0,0.0,3.627,222.668,24.125,24.255,0.0,48.38,4.658,0.0,0.0,30820.79,16539.3,4729.689453125
2560,2017,11,พฤศจิกายน,2560-11,2017-11,0.0,0,12.035,147.076,0,5.209,0.276,0,22.862,0.0,0.0,3.658,191.116,23.18,22.759,0.0,45.939,1.49,2.974,0.0,29138.0,10613.2,4771.56396484375
2560,2017,12,ธันวาคม,2560-12,2017-12,0.0,0,0.0,147.479,0,0.0,0.511,0,0.0,0.0,0.0,3.409,151.399,57.317,11.168,0.0,68.485,3.25,6.14,0.0,29313.0,8916.0,4109.451
2561,2018,1,มกราคม,2561-01,2018-01,0.0,0,12.504,95.4,0,10.472,0.278,0,118.648,0.0,0.0,1.65,238.952,22.851,11.829,0.0,34.68,6.438,7.992,0.0,25539.73,14358.66,5139.072
2561,2018,2,กุมภาพันธ์,2561-02,2018-02,0.0,0,0.0,164.88,0,15.639,0.092,0,34.893,0.0,0.0,0.0,215.504,23.188,11.005,0.0,34.193,5.431,9.335,0.0,24482.29,14814.5,4507.096
2561,2018,3,มีนาคม,2561-03,2018-03,0.0,0,0.0,104.428,0,0.0,0.555,0,45.76,0.0,0.0,0.0,150.743,43.618,43.459,0.0,87.077,4.15,8.487,0.0,34173.21,13401.53,4362.786
2561,2018,4,เมษายน,2561-04,2018-04,0.0,0,0.0,125.653,0,10.487,0.558,0,87.338,0.0,0.0,0.0,224.036,31.55,10.448,0.0,41.998,4.851,6.308,0.0,28133.51,20574.78,5066.764
2561,2018,5,พฤษภาคม,2561-05,2018-05,0.0,0,0.0,173.643,0,5.212,0.557,0,217.809,0.0,0.0,0.0,397.221,32.321,10.879,0.0,43.2,3.214,0.0,0.0,33477.9,18361.07,4372.659
2561,2018,6,มิถุนายน,2561-06,2018-06,0.0,0,6.474,154.022,0,0.0,0.279,0,77.767,0.0,0.0,1.852,240.394,57.086,10.666,0.0,67.752,4.706,3.003,0.0,32568.76,22039.69,4006.579
2561,2018,7,กรกฎาคม,2561-07,2018-07,0.0,0,0.0,118.126,0,0.0,0.278,0,0.0,0.0,0.0,1.862,120.266,32.142,11.742,0.0,43.884,2.355,0.0,0.0,31764.42,18110.24,5144.764
2561,2018,8,สิงหาคม,2561-08,2018-08,0.0,0,63.027,52.988,0,0.0,0.557,0,0.0,0.0,0.0,3.807,120.379,34.207,10.86,0.0,45.067,1.481,0.0,0.0,31170.95,21720.75,4620.532
2561,2018,9,กันยายน,2561-09,2018-09,0.0,0,0.0,62.089,0,0.0,0.28,0,0.0,0.0,0.0,0.0,62.369,47.733,19.919,0.0,67.652,1.9,3.03,0.0,30696.79,20554.15,4062.3642578125
2561,2018,10,ตุลาคม,2561-10,2018-10,0.0,0,12.225,148.862,0,0.0,0.278,0,0.0,0.0,0.0,0.0,161.365,52.292,11.644,0.0,63.936,3.719,3.004,0.0,30029.06,18126.85,5370.97509765625
2561,2018,11,พฤศจิกายน,2561-11,2018-11,0.0,0,0.0,110.507,0,0.0,0.28,0,0.0,0.0,0.0,0.0,110.787,21.866,20.582,0.0,42.448,1.45,3.064,0.0,28706.67,17269.57,4016.205
2561,2018,12,ธันวาคม,2561-12,2018-12,0.0,0,12.186,150.816,0,10.479,0.0,0,0.0,0.0,0.0,0.0,173.481,44.688,24.021,0.0,68.709,1.75,10.439,0.0,24065.0,16624.0,4522.371
2562,2019,1,มกราคม,2562-01,2019-01,0.0,0,0.0,158.354,0,19.053,0.279,0,0.0,0.0,0.0,0.0,177.686,72.762,23.275,0.0,96.037,4.351,11.219,0.0,23913.79,23323.99,5282.236328125
2562,2019,2,กุมภาพันธ์,2562-02,2019-02,28.269,0,11.897,137.873,0,44.641,0.6960000000000001,0,0.0,2.191,45.913,0.0,271.48,68.031,23.143,0.0,91.174,4.351,6.053,0.0,28194.53,20691.09,4366.11181640625
2562,2019,3,มีนาคม,2562-03,2019-03,0.0,0,0.0,116.143,0,13.179,0.558,0,0.0,0.0,123.577,0.0,253.457,35.875,4.285,0.0,40.16,2.951,9.183,0.0,30860.21,13737.94,4562.205078125
2562,2019,4,เมษายน,2562-04,2019-04,0.0,0,12.273,127.129,0,0.0,0.976,0,0.0,0.0,129.806,0.0,270.184,38.255,8.78,0.0,47.035,1.451,9.568,0.0,27298.6,18669.0,4506.279296875
2562,2019,5,พฤษภาคม,2562-05,2019-05,0.0,0,0.0,150.801,0,15.375,0.557,0,0.0,0.0,219.264,1.248,387.2449999999999,0.0,0.0,0.0,0.0,1.651,6.051,0.0,31837.46,28811.01,4360.080078125
2562,2019,6,มิถุนายน,2562-06,2019-06,0.0,0,0.0,64.681,0,32.256,0.233,0,0.0,0.0,303.003,3.989,404.162,18.733,9.241,0.0,27.974,1.45,0.0,0.0,29784.94,18400.48,3776.09716796875
2562,2019,7,กรกฎาคม,2562-07,2019-07,0.0,0,12.215,208.893,0,40.346,0.0,0,0.0,0.0,122.664,4.83,388.948,0.0,0.0,0.0,0.0,2.95,7.420999999999999,0.0,28980.43,20782.31,4444.7490234375
2562,2019,8,สิงหาคม,2562-08,2019-08,0.0,0,0.0,87.951,0,15.583,0.279,0,0.0,0.0,90.709,6.242,200.764,34.266,33.326,0.0,67.592,3.5,3.521,0.0,24470.9,24636.0,4074.349853515625
2562,2019,9,กันยายน,2562-09,2019-09,0.0,0,32.5,179.975,0,57.237,0.278,0,0.0,0.0,93.369,3.594,366.953,0.0,0.0,0.0,0.0,4.641,0.0,0.0,28056.19,21492.71,3664.3232421875
2562,2019,10,ตุลาคม,2562-10,2019-10,0.0,0,32.303,284.887,0,49.503,0.0,0,0.0,39.445,546.7359999999999,1.945,954.8189999999998,56.49,12.966,0.0,69.456,3.18,0.0,0.0,29409.14,13807.96,2947.427734375
2562,2019,11,พฤศจิกายน,2562-11,2019-11,0.0,0,32.739,305.399,0,58.826,0.278,0,0.0,0.0,431.843,1.952,831.037,12.647,12.647,0.0,25.294,3.901,0.0,0.0,25182.95,22188.16,3509.491943359375
2562,2019,12,ธันวาคม,2562-12,2019-12,0.0,0,12.466,248.421,0,30.259,0.278,0,0.0,0.0,225.252,0.0,516.676,23.524,22.515,0.0,46.039,4.5,3.984,0.0,17447.46,13258.79,4118.11181640625
2563,2020,1,มกราคม,2563-01,2020-01,0.0,0,0.0,91.59899999999999,0,34.485,0.28,0,0.0,0.0,0.0,0.0,126.364,44.053,0.0,0.0,44.053,3.191,9.194,0.0,21429.89,22020.65,4823.4501953125
2563,2020,2,กุมภาพันธ์,2563-02,2020-02,0.0,0,0.0,120.087,0,30.887,0.275,0,0.0,0.0,0.0,0.0,151.249,0.0,0.0,0.0,0.0,3.451,6.32,0.0,24614.41,23446.3,3965.721923828125
2563,2020,3,มีนาคม,2563-03,2020-03,0.0,0,0.0,136.988,0,10.199,0.28,0,0.0,0.0,44.401,1.272,193.14,23.0,0.0,0.0,23.0,3.996,6.209,0.0,28070.26,24052.83,4629.88818359375
2563,2020,4,เมษายน,2563-04,2020-04,0.0,0,0.0,85.00399999999999,0,0.0,0.0,0,0.0,0.0,0.0,0.0,85.00399999999999,33.806,11.767,0.0,45.57299999999999,2.003,6.142,0.0,22354.08,22399.32,4822.27099609375
2563,2020,5,พฤษภาคม,2563-05,2020-05,0.0,0,0.0,41.695,0,0.0,0.8330000000000001,0,0.0,0.0,0.0,0.0,42.528,0.0,0.0,0.0,0.0,2.902,26.373,0.0,26741.12,25304.86,2990.2861328125
2563,2020,6,มิถุนายน,2563-06,2020-06,0.0,0,0.0,50.182,0,0.0,0.555,0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,0.0,0.0,1.451,25.445,0.0,28059.07,25629.25,4616.98046875
2563,2020,7,กรกฎาคม,2563-07,2020-07,0.0,0,0.0,89.009,0,0.0,0.0,0,0.0,0.0,7.448,3.638,100.095,23.078,23.09,0.0,46.168,4.001,17.303,0.0,29746.03,27854.38,4145.76220703125
2563,2020,8,สิงหาคม,2563-08,2020-08,0.0,0,0.0,180.485,0,0.0,0.276,0,0.0,0.0,0.0,3.624,184.385,58.026,23.129,0.0,81.155,2.0,25.746,0.0,28279.47,18721.37,3724.72607421875
2563,2020,9,กันยายน,2563-09,2020-09,0.0,0,0.0,222.066,0,38.898,0.324,0,0.0,1.066,2.495,3.538,268.387,87.619,13.072,0.0,100.691,3.991,17.937,0.0,27900.4,23358.11,3569.805908203125
2563,2020,10,ตุลาคม,2563-10,2020-10,0.0,0,0.0,158.95,0,13.44,0.278,0,0.0,0.0,0.0,3.646,176.314,21.852,0.0,0.0,21.852,2.04,12.379,0.0,24810.47,20905.81,3946.978271484375
2563,2020,11,พฤศจิกายน,2563-11,2020-11,0.0,0,0.0,114.089,0,14.085,0.0,0,0.0,0.0,0.0,3.81,131.984,47.96599999999999,23.594,0.0,71.56,2.0,12.205,0.0,25332.52,17617.38,4147.25
2563,2020,12,ธันวาคม,2563-12,2020-12,0.0,0,0.0,118.766,0,0.0,0.0,0,0.0,0.0,0.0,3.673,122.439,43.353,24.115,0.0,67.468,2.0,13.575,0.0,22337.93,17690.85,3792.423828125
2564,2021,1,มกราคม,2564-01,2021-01,0.0,0,0.0,94.22999999999999,0,0.0,0.278,0,0.0,0.0,0.0,3.671,98.179,0.0,0.0,0.0,0.0,3.332,9.054,0.0,22315.05,15510.7,4451.3583984375
2564,2021,2,กุมภาพันธ์,2564-02,2021-02,0.0,0,0.0,38.623,0,0.0,0.551,0,0.0,2.408,36.325,3.681,81.58800000000001,11.269,10.973,0.0,22.242,2.001,16.42,0.0,26038.56,21221.96,3905.19580078125
2564,2021,3,มีนาคม,2564-03,2021-03,0.0,0,0.0,169.832,0,0.0,0.0,0,0.0,0.0,92.648,3.689,266.169,35.655,23.393,0.0,59.048,2.031,24.663,0.0,28175.18,29567.41,4227.544921875
2564,2021,4,เมษายน,2564-04,2021-04,0.0,0,0.0,84.134,0,11.295,0.277,0,0.0,1.362,0.0,3.572,100.64,23.581,23.547,0.0,47.128,2.879,23.461,0.0,22272.82,24674.62,4062.8212890625
2564,2021,5,พฤษภาคม,2564-05,2021-05,0.0,0,0.0,70.394,0,0.0,0.277,0,0.0,0.0,4.505,7.529,82.705,23.374,23.452,0.0,46.826,3.801,14.781,0.0,25861.45,36083.75,4437.0615234375
2564,2021,6,มิถุนายน,2564-06,2021-06,0.0,0,0.0,0.0,0,0.0,0.393,0,0.0,0.0,0.0,10.67,11.063,32.64400000000001,12.0,0.0,44.64400000000001,1.921,12.569,0.0,28212.04,27399.17,4244.841796875
2564,2021,7,กรกฎาคม,2564-07,2021-07,0.0,0,0.0,77.924,0,0.0,0.278,0,0.0,0.0,1.991,7.203,87.39600000000002,28.847,40.113,0.0,68.96000000000001,2.0,18.422,0.0,26259.74,28111.22,3733.432861328125
2564,2021,8,สิงหาคม,2564-08,2021-08,0.0,0,0.0,0.0,0,0.0,0.555,0,0.0,0.0,2.201,23.531,26.287,34.969,12.159,0.0,47.128,3.863,14.794,0.0,27035.97,18499.93,4477.509765625
2564,2021,9,กันยายน,2564-09,2021-09,0.0,0,0.0,50.732,0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.732,23.074,23.028,0.0,46.102,0.0,8.514,0.0,28044.35,19801.44,3533.057861328125
2564,2021,10,ตุลาคม,2564-10,2021-10,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.903,22.264,0.0,46.167,4.0,5.868,0.0,24135.93,31168.06,4055.449951171875
2564,2021,11,พฤศจิกายน,2564-11,2021-11,0.0,0,0.0,48.496,0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.496,22.13,22.302,0.0,44.432,2.001,3.015,0.0,27798.66,26834.21,3731.751953125
2564,2021,12,ธันวาคม,2564-12,2021-12,0.0,0,0.0,51.78,0,0.0,0.555,0,0.0,0.0,96.879,0.0,149.214,23.256,24.084,0.0,47.34,2.002,6.002,0.0,24572.84,23673.9,5232.615234375
2565,2022,1,มกราคม,2565-01,2022-01,0.0,0,0.0,38.06,0,9.586,0.0,0,0.0,0.0,131.463,1.794,180.903,89.582,48.506,0.0,138.088,2.029,6.022,0.0,23358.12,22724.9,4566.704
2565,2022,2,กุมภาพันธ์,2565-02,2022-02,0.0,0,0.0,66.679,0,0.0,0.0,0,0.0,0.0,10.383,5.987,83.04899999999999,62.626,55.362,0.0,117.988,1.742,15.203,0.0,26714.58,4102.189,4346.874
2565,2022,3,มีนาคม,2565-03,2022-03,0.0,0,0.0,38.426,0,9.963,0.561,0,0.0,0.0,50.403,4.271,103.624,21.591,11.85,0.0,33.441,1.753,17.362,0.0,29158.69,41470.32,4998.074
2565,2022,4,เมษายน,2565-04,2022-04,0.0,0,0.0,0.0,0,9.658,0.281,0,0.0,0.0,0.0,4.307,14.246,139.578,44.503,0.0,184.081,4.303,6.022,0.0,23831.09,25539.24,4244.754
2565,2022,5,พฤษภาคม,2565-05,2022-05,0.0,0,0.0,0.0,0,0.0,0.281,0,0.0,0.0,0.0,6.345,6.625999999999999,78.792,47.118,0.0,125.91,3.671,12.346,0.0,26527.23,41815.41,4340.191
2565,2022,6,มิถุนายน,2565-06,2022-06,0.0,0,0.0,38.928,0,0.0,0.0,0,0.0,0.0,48.324,0.0,87.252,111.621,56.291,0.0,167.912,1.601,9.422,0.0,25514.96,31660.91,5169.465
2565,2022,7,กรกฎาคม,2565-07,2022-07,0.0,0,0.0,0.0,0,0.0,0.281,0,0.0,0.0,0.0,0.0,0.281,145.498,57.95,0.0,203.448,2.402,12.45,0.0,26642.12,33208.09,4796.71
2565,2022,8,สิงหาคม,2565-08,2022-08,0.0,0,0.0,0.0,0,0.0,0.467,0,0.0,0.0,47.656,4.287,52.41,114.171,71.743,0.0,185.914,1.6,9.967,0.0,23644.91,34906.97,4576.812
2565,2022,9,กันยายน,2565-09,2022-09,0.0,0,0.0,41.826,0,0.0,0.0,0,0.0,2.607,46.553,0.0,90.98599999999999,72.143,48.33,0.0,120.473,2.748,0.0,0.0,26259.36,32185.41,4829.097
2565,2022,10,ตุลาคม,2565-10,2022-10,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,96.185,0.0,96.185,60.562,35.477,0.0,96.03899999999999,3.68,6.044,0.0,26892.47,30040.48,3831.382
2565,2022,11,พฤศจิกายน,2565-11,2022-11,0.0,0,0.0,93.71,0,0.0,0.515,0,0.0,0.0,329.033,0.0,423.258,24.841,25.14,0.0,49.981,1.713,9.422,0.0,25679.14,20037.83,3207.105
2565,2022,12,ธันวาคม,2565-12,2022-12,0.0,0,0.0,200.51,0,25.324,0.163,0,0.0,0.0,291.794,0.0,517.7909999999999,61.176,33.047,0.0,94.223,3.982,16.317,0.0,22326.8,26039.16,4090.689
2566,2023,1,มกราคม,2566-01,2023-01,0.0,0,0.0,102.442,0,20.47,0.281,0,0.0,1.289,196.416,0.0,320.898,77.578,56.264,0.0,133.842,1.956,12.591,0.0,18844.81,30462.61,4794.844
2566,2023,2,กุมภาพันธ์,2566-02,2023-02,0.0,0,0.0,38.051,0,0.0,0.0,0,0.0,0.0,20.898,1.838,60.787,85.643,57.598,0.0,143.241,1.217,9.438,0.0,20769.02,35932.34,4861.462
2566,2023,3,มีนาคม,2566-03,2023-03,0.0,0,0.0,0.0,0,9.686,0.28,0,0.0,0.0,0.0,3.649,13.615,66.476,44.655,0.0,111.131,1.801,12.501,0.0,19154.5,46707.26,4894.522
2566,2023,4,เมษายน,2566-04,2023-04,0.0,0,0.0,41.969,0,0.0,0.28,0,0.0,0.0,0.0,1.799,44.048,98.04599999999999,59.103,0.0,157.149,0.554,17.121,0.0,18604.81,46239.17999999999,4951.329
2566,2023,5,พฤษภาคม,2566-05,2023-05,0.0,0,0.0,90.197,0,0.0,0.0,0,0.0,0.0,0.0,0.0,90.197,112.551,37.071,0.0,149.622,1.999,18.29,0.0,22387.28,60355.48,4576.953
2566,2023,6,มิถุนายน,2566-06,2023-06,0.0,0,0.0,39.983,0,0.0,0.56,0,0.0,0.0,0.0,0.0,40.543,144.92,61.44,0.0,206.36,2.001,9.018,0.0,21252.2,57462.09,4452.81
